product_id,title,description,brand,category,product_type,price
B0000213,Ravpower Professional Webcam,High quality webcam from RAVPower. Perfect for daily use with computers devices.,RAVPower,Computers,webcam,477.57
B0000214,Amazonbasics Portable Silver Case,High quality case from AmazonBasics. Perfect for daily use with electronics devices.,AmazonBasics,Electronics,case,255.67
B0000215,Amazonbasics Headphones,High quality headphones from AmazonBasics. Perfect for daily use with electronics devices.,AmazonBasics,Electronics,headphones,491.37
B0000216,Aukey Portable Stand,High quality stand from AUKEY. Perfect for daily use with computers devices.,AUKEY,Computers,stand,495.58
B0000217,Aukey Premium Equipment,High quality equipment from AUKEY. Perfect for daily use with tools & home improvement devices.,AUKEY,Tools & Home Improvement,equipment,199.83
B0000218,Jabra Heavy Duty Equipment,High quality equipment from Jabra. Perfect for daily use with sports & outdoors devices.,Jabra,Sports & Outdoors,equipment,42.3
B0000219,Aukey Premium Stand,High quality stand from AUKEY. Perfect for daily use with computers devices.,AUKEY,Computers,stand,331.72
B0000220,Sony Heavy Duty Blue Lamp,High quality lamp from Sony. Perfect for daily use with office products devices.,Sony,Office Products,lamp,162.01
B0000221,Sony Red Scale,High quality scale from Sony. Perfect for daily use with health & personal care devices.,Sony,Health & Personal Care,scale,194.57
B0000222,Sony Equipment,High quality equipment from Sony. Perfect for daily use with sports & outdoors devices.,Sony,Sports & Outdoors,equipment,498.61
B0000223,Samsung Equipment,High quality equipment from Samsung. Perfect for daily use with tools & home improvement devices.,Samsung,Tools & Home Improvement,equipment,18.93
B0000224,Sony Universal Water Bottle,High quality water bottle from Sony. Perfect for daily use with home & kitchen devices.,Sony,Home & Kitchen,water bottle,121.01
B0000225,Sony Universal Red Case,High quality case from Sony. Perfect for daily use with cell phones devices.,Sony,Cell Phones,case,419.21
B0000226,Apple Universal Equipment,High quality equipment from Apple. Perfect for daily use with tools & home improvement devices.,Apple,Tools & Home Improvement,equipment,302.65
B0000227,Sony Screen Protector,High quality screen protector from Sony. Perfect for daily use with cell phones devices.,Sony,Cell Phones,screen protector,406.43
B0000228,Bose Premium Mount,High quality mount from Bose. Perfect for daily use with cell phones devices.,Bose,Cell Phones,mount,126.39
B0000229,Ravpower Adapter,High quality adapter from RAVPower. Perfect for daily use with automotive devices.,RAVPower,Automotive,adapter,124.66
B0000230,Dell Red Holder,High quality holder from Dell. Perfect for daily use with accessories devices.,Dell,Accessories,holder,492.38
B0000231,Jbl Adapter,High quality adapter from JBL. Perfect for daily use with automotive devices.,JBL,Automotive,adapter,215.14
B0000232,Hp Premium Silver Holder,High quality holder from HP. Perfect for daily use with cell phones devices.,HP,Cell Phones,holder,438.32
B0000233,Samsung Equipment,High quality equipment from Samsung. Perfect for daily use with tools & home improvement devices.,Samsung,Tools & Home Improvement,equipment,149.68
B0000234,Dell Silver Mount,High quality mount from Dell. Perfect for daily use with cell phones devices.,Dell,Cell Phones,mount,54.94
B0000235,Amazonbasics Case,High quality case from AmazonBasics. Perfect for daily use with accessories devices.,AmazonBasics,Accessories,case,204.26
B0000236,Hp Black Water Bottle,High quality water bottle from HP. Perfect for daily use with sports & outdoors devices.,HP,Sports & Outdoors,water bottle,166.16
B0000237,Bose Portable Blue Stand,High quality stand from Bose. Perfect for daily use with computers devices.,Bose,Computers,stand,459.52
B0000238,Bose Mount,High quality mount from Bose. Perfect for daily use with automotive devices.,Bose,Automotive,mount,311.52
B0000239,Apple Portable Keyboard,High quality keyboard from Apple. Perfect for daily use with computers devices.,Apple,Computers,keyboard,366.35
B0000240,Anker Black Organizer,High quality organizer from Anker. Perfect for daily use with tools & home improvement devices.,Anker,Tools & Home Improvement,organizer,33.4
B0000241,Jabra Wireless Scale,High quality scale from Jabra. Perfect for daily use with health & personal care devices.,Jabra,Health & Personal Care,scale,254.92
B0000242,Apple Portable Equipment,High quality equipment from Apple. Perfect for daily use with tools & home improvement devices.,Apple,Tools & Home Improvement,equipment,152.72
B0000243,Ravpower Professional Black Charger,High quality charger from RAVPower. Perfect for daily use with electronics devices.,RAVPower,Electronics,charger,266.51
B0000244,Samsung Universal Equipment,High quality equipment from Samsung. Perfect for daily use with sports & outdoors devices.,Samsung,Sports & Outdoors,equipment,281.53
B0000245,Amazonbasics Tracker,High quality tracker from AmazonBasics. Perfect for daily use with health & personal care devices.,AmazonBasics,Health & Personal Care,tracker,134.29
B0000246,Logitech Portable Case,High quality case from Logitech. Perfect for daily use with electronics devices.,Logitech,Electronics,case,317.85
B0000247,Bose Premium Lamp,High quality lamp from Bose. Perfect for daily use with office products devices.,Bose,Office Products,lamp,408.62
B0000248,Jbl Heavy Duty Cable,High quality cable from JBL. Perfect for daily use with cell phones devices.,JBL,Cell Phones,cable,99.32
B0000249,Samsung Cable,High quality cable from Samsung. Perfect for daily use with cell phones devices.,Samsung,Cell Phones,cable,153.79
B0000250,Jbl Blue Speakers,High quality speakers from JBL. Perfect for daily use with electronics devices.,JBL,Electronics,speakers,262.54
B0000251,Amazonbasics Heavy Duty Blue Storage,High quality storage from AmazonBasics. Perfect for daily use with tools & home improvement devices.,AmazonBasics,Tools & Home Improvement,storage,432.45
B0000252,Jabra Universal Silver Charger,High quality charger from Jabra. Perfect for daily use with electronics devices.,Jabra,Electronics,charger,374.22
B0000253,Logitech Professional Red Tracker,High quality tracker from Logitech. Perfect for daily use with health & personal care devices.,Logitech,Health & Personal Care,tracker,140.69
B0000254,Bose Compact Monitor,High quality monitor from Bose. Perfect for daily use with computers devices.,Bose,Computers,monitor,98.42
B0000255,Logitech Heavy Duty Silver Coffee Maker,High quality coffee maker from Logitech. Perfect for daily use with home & kitchen devices.,Logitech,Home & Kitchen,coffee maker,305.28
B0000256,Sony Professional Blue Scale,High quality scale from Sony. Perfect for daily use with health & personal care devices.,Sony,Health & Personal Care,scale,311.28
B0000257,Dell Scale,High quality scale from Dell. Perfect for daily use with health & personal care devices.,Dell,Health & Personal Care,scale,46.77
B0000258,Logitech Scale,High quality scale from Logitech. Perfect for daily use with health & personal care devices.,Logitech,Health & Personal Care,scale,476.87
B0000259,Ravpower Black Cable,High quality cable from RAVPower. Perfect for daily use with cell phones devices.,RAVPower,Cell Phones,cable,125.64
B0000260,Logitech White Water Bottle,High quality water bottle from Logitech. Perfect for daily use with sports & outdoors devices.,Logitech,Sports & Outdoors,water bottle,342.74
B0000261,Logitech Water Bottle,High quality water bottle from Logitech. Perfect for daily use with sports & outdoors devices.,Logitech,Sports & Outdoors,water bottle,269.44
B0000262,Logitech Wireless White Scale,High quality scale from Logitech. Perfect for daily use with health & personal care devices.,Logitech,Health & Personal Care,scale,254.53
B0000263,Aukey Premium Tracker,High quality tracker from AUKEY. Perfect for daily use with health & personal care devices.,AUKEY,Health & Personal Care,tracker,115.14
B0000264,Dell Portable Chair,High quality chair from Dell. Perfect for daily use with office products devices.,Dell,Office Products,chair,231.5
B0000265,Samsung Adapter,High quality adapter from Samsung. Perfect for daily use with automotive devices.,Samsung,Automotive,adapter,279.5
B0000266,Dell Water Bottle,High quality water bottle from Dell. Perfect for daily use with home & kitchen devices.,Dell,Home & Kitchen,water bottle,322.47
B0000267,Aukey Portable Fitness Tracker,High quality fitness tracker from AUKEY. Perfect for daily use with sports & outdoors devices.,AUKEY,Sports & Outdoors,fitness tracker,126.0
B0000268,Apple Premium Adapter,High quality adapter from Apple. Perfect for daily use with automotive devices.,Apple,Automotive,adapter,491.68
B0000269,Ravpower Professional Case,High quality case from RAVPower. Perfect for daily use with cell phones devices.,RAVPower,Cell Phones,case,362.25
B0000270,Anker Blue Storage,High quality storage from Anker. Perfect for daily use with tools & home improvement devices.,Anker,Tools & Home Improvement,storage,324.75
B0000271,Amazonbasics Universal Adapter,High quality adapter from AmazonBasics. Perfect for daily use with automotive devices.,AmazonBasics,Automotive,adapter,323.5
B0000272,Jbl Universal Black Screen Protector,High quality screen protector from JBL. Perfect for daily use with cell phones devices.,JBL,Cell Phones,screen protector,263.87
B0000273,Sony Heavy Duty Red Water Bottle,High quality water bottle from Sony. Perfect for daily use with home & kitchen devices.,Sony,Home & Kitchen,water bottle,448.51
B0000274,Dell Mouse,High quality mouse from Dell. Perfect for daily use with computers devices.,Dell,Computers,mouse,71.33
B0000275,Ravpower Portable Coffee Maker,High quality coffee maker from RAVPower. Perfect for daily use with home & kitchen devices.,RAVPower,Home & Kitchen,coffee maker,294.52
B0000276,Jabra Holder,High quality holder from Jabra. Perfect for daily use with cell phones devices.,Jabra,Cell Phones,holder,422.84
B0000277,Apple Heavy Duty Organizer,High quality organizer from Apple. Perfect for daily use with office products devices.,Apple,Office Products,organizer,139.68
B0000278,Jbl Heavy Duty Red Mount,High quality mount from JBL. Perfect for daily use with accessories devices.,JBL,Accessories,mount,151.94
B0000279,Amazonbasics Water Bottle,High quality water bottle from AmazonBasics. Perfect for daily use with home & kitchen devices.,AmazonBasics,Home & Kitchen,water bottle,155.74
B0000280,Bose Professional Laptop,High quality laptop from Bose. Perfect for daily use with computers devices.,Bose,Computers,laptop,109.97
B0000281,Sony Blue Lamp,High quality lamp from Sony. Perfect for daily use with office products devices.,Sony,Office Products,lamp,487.93
B0000282,Jbl Wireless Silver Charger,High quality charger from JBL. Perfect for daily use with cell phones devices.,JBL,Cell Phones,charger,70.04
B0000283,Hp Premium Mount,High quality mount from HP. Perfect for daily use with automotive devices.,HP,Automotive,mount,433.44
B0000284,Hp Tracker,High quality tracker from HP. Perfect for daily use with health & personal care devices.,HP,Health & Personal Care,tracker,363.35
B0000285,Jbl Compact Adapter,High quality adapter from JBL. Perfect for daily use with accessories devices.,JBL,Accessories,adapter,440.75
B0000286,Apple Charger,High quality charger from Apple. Perfect for daily use with automotive devices.,Apple,Automotive,charger,483.68
B0000287,Ravpower Premium Case,High quality case from RAVPower. Perfect for daily use with accessories devices.,RAVPower,Accessories,case,442.35
B0000288,Dell Charger,High quality charger from Dell. Perfect for daily use with automotive devices.,Dell,Automotive,charger,442.4
B0000289,Jbl Professional Red Water Bottle,High quality water bottle from JBL. Perfect for daily use with sports & outdoors devices.,JBL,Sports & Outdoors,water bottle,105.38
B0000290,Dell Professional Organizer,High quality organizer from Dell. Perfect for daily use with tools & home improvement devices.,Dell,Tools & Home Improvement,organizer,147.06
